# This file: https://hgdownload.soe.ucsc.edu/hubs/UCSC_GI.assemblyHubList.txt
# last update: 2022-09-02, 2320 assemblies listed
#
# Providing a listing of assembly resources available for display in
# the UCSC Genome Browser.  Tab separated list currently with six columns,
# additional columns may be added in the futue.
# Construct a short URL with the accession name to display this assembly
# in the genome browser. For example: https://genome.ucsc.edu/h/GCA_003369685.2
#
# Note: a clade with suffix '(L)' is found in the 'legacy' set of assemblies.
# 'legacy' are assemblies that have become outdated and superseded by newer
# and better assemblies.
#
# currently clade groupings found in the GenArk are:
# birds fish fungi invertebrate mammals plants primates vertebrate viral
#
# where 'vertebrate' are the 'other' vertebrates not alreaded included in
#    birds fish mammals primates
#
# 'invertebrate' can include a broad range of organisms including single
#    cell eukaryotic protists etc.
#
# 'viral' currently includes most viruses of interest related to human
#         pathogens
#
# future plans to include selected sets of bacteria and archaea assemblies
#
# accession	assembly	scientific name	common name	taxonId	GenArk clade
GCA_004363515.1	IniGeo_v1_BIUU	Inia geoffrensis	boutu	9725	mammals
GCA_004363535.1	DasPun_v1_BIUU	Dasyprocta punctata	punctate agouti	34846	mammals
GCA_004363575.1	SolPar_v1_BIUU	Solenodon paradoxus	Hispaniolan solenodon	79805	mammals
GCA_004363605.1	IndInd_v1_BIUU	Indri indri	babakoto	34827	primates
GCA_004363705.1	KogBre_v1_BIUU	Kogia breviceps	pygmy sperm whale	27615	mammals
GCA_004364475.1	ZipCav_v1_BIUU	Ziphius cavirostris	Cuvier's beaked whale	9760	mammals
GCA_004365145.1	OryAfe_v1_BIUU	Orycteropus afer	aardvark (BS58 2019 Broad)	9818	mammals(L)
GCA_004365215.1	CunPac_v1_BIUU	Cuniculus paca	Lowland paca	108852	mammals
GCA_004365275.1	TupTan_v1_BIUU	Tupaia tana	large tree shrew	70687	mammals
GCA_007364235.1	fArcCen1_v1.h	Archocentrus centrarchus	flier cichlid (alt pseudohaplotype MPI-CPG 2019 VGP)	63155	fish
GCA_007364275.2	fArcCen1	Archocentrus centrarchus	flier cichlid (MPI-CPG 2019 genbank VGP)	63155	fish(L)
GCA_007399395.1	rGopEvg1_v1.alt	Gopherus evgoodei	Goodes thornscrub tortoise	1825980	vertebrate
GCA_007474575.1	mLynCan4_v1.alt	Lynx canadensis	Canada lynx (alt pseudohaplotype LIC74 2019 VGP)	61383	mammals
GCA_007844835.1	NRC_Mithun_1	Bos frontalis	gayal (Nagaland 2019)	30520	mammals
GCA_007989325.2	ASM798932v2	Drosophila virilis	fly D.virilis (160 2020)	7244	invertebrate
GCA_008086715.1	ASM808671v1	Sitobion miscanthi	aphids (Langfang-1 2019)	44668	invertebrate
GCA_008131255.1	ASM813125v1	Meriones unguiculatus	Mongolian gerbil (EAM2014 2019 BGI)	10047	mammals
GCA_008658355.1	bAlcTor1_alternate	Alca torda	razorbill	28689	birds
GCA_008658365.1	bAlcTor1_primary	Alca torda	razorbill	28689	birds
GCA_008658375.1	mBalMus1_alternate	Balaenoptera musculus	blue whale (alt pseudohaplotype JJ_BM4_2016_0621 2019 VGP)	9771	mammals
GCA_008692045.1	mPhoSin1.alt	Phocoena sinus	vaquita (alt pseudohaplotype mPhoSin1 2019 VGP)	42100	mammals
GCA_008692595.2	Cv_LA_2.0	Colinus virginianus	northern bobwhite	9014	birds
GCA_008746955.1	CAU_Wild1.0	Anas platyrhynchos	mallard CAU_Wild1.0	8839	birds
GCA_008822115.3	bTaeGut2.mat.v3	Taeniopygia guttata	zebra finch (Blue55 maternal v3 2020 VGP)	59729	birds
GCA_008822125.1	bTaeGut2pat	Taeniopygia guttata	zebra finch (Blue55 paternal 2019 VGP)	59729	birds
GCA_009651025.1	bCorMon1.alt	Corvus moneduloides	New Caledonian crow	1196302	birds
GCA_009663435.1	Callithrix_jacchus_cj1700_1.0	Callithrix jacchus	white-tufted-ear marmoset (cj1700 genbank)	9483	primates(L)
GCA_009762295.1	mZalCal1.alt	Zalophus californianus	California sea lion (alt pseudohaplotype 2019 VGP)	9704	mammals
GCA_009762305.1	mZalCal1.pri	Zalophus californianus	California sea lion (v1 2019 VGP)	9704	mammals(L)
GCA_009762535.1	fNotCel1.pri	Notolabrus celidotus	New Zealand spotty (2019 VGP)	1203425	fish
GCA_009762545.1	fNotCel1.alt	Notolabrus celidotus	New Zealand spotty (alt pseudohaplotype 2019 VGP)	1203425	fish
GCA_009762595.1	rDerCor1.alt	Dermochelys coriacea	leatherback sea turtle	27794	vertebrate
GCA_009764475.1	sPriPec2.pri	Pristis pectinata	smalltooth sawfish	685728	vertebrate
GCA_009764485.1	sPriPec2.alt	Pristis pectinata	smalltooth sawfish	685728	vertebrate
GCA_009764505.1	bTauEry1.alt	Tauraco erythrolophus	red-crested turaco	121530	birds
GCA_009764545.1	bGeoTri1.alt	Geothlypis trichas	common yellowthroat	135433	birds
GCA_009764565.1	rDerCor1.pri	Dermochelys coriacea	leatherback sea turtle (v1 2019 genbank G10K VGP)	27794	vertebrate(L)
GCA_009764595.1	bGeoTri1.pri	Geothlypis trichas	common yellowthroat	135433	birds
GCA_009769465.1	bTauEry1.pri	Tauraco erythrolophus	red-crested turaco	121530	birds
GCA_009769485.1	bCygOlo1.alt	Cygnus olor	mute swan	8869	birds
GCA_009769505.1	bPteGut1.alt	Pterocles gutturalis	yellow-throated sandgrouse	240206	birds
GCA_009769515.1	fCycLum1.alt	Cyclopterus lumpus	lumpfish (alt pseudohaplotype 2019 VGP)	8103	fish
GCA_009769525.1	bPteGut1.pri	Pterocles gutturalis	yellow-throated sandgrouse	240206	birds
GCA_009769545.1	fCycLum1.pri	Cyclopterus lumpus	lumpfish (2019 genbank VGP)	8103	fish(L)
GCA_009769595.1	bBucAby1.alt	Bucorvus abyssinicus	Abyssinian ground-hornbill	153643	birds
GCA_009769605.1	bBucAby1.pri	Bucorvus abyssinicus	Abyssinian ground-hornbill	153643	birds
GCA_009769625.1	bCygOlo1.pri	Cygnus olor	mute swan (v1 2019 VGP)	8869	birds(L)
GCA_009769695.1	rThaEle1.alt	Thamnophis elegans	Western terrestrial garter snake	35005	vertebrate
GCA_009806435.2	UM_NZW_1.0	Oryctolagus cuniculus	rabbit (New Zealand White 2021)	9986	mammals
GCA_009819485.1	bCarCri1.alt	Cariama cristata	red-legged seriema	54380	birds
GCA_009819505.1	bCatUst1.alt	Catharus ustulatus	Swainson's thrush	91951	birds
GCA_009819545.1	rLacAgi1.alt	Lacerta agilis	sand lizard	80427	vertebrate
GCA_009819585.1	bMerNub1.alt	Merops nubicus	carmine bee-eater	57421	birds
GCA_009819595.1	bMerNub1.pri	Merops nubicus	carmine bee-eater	57421	birds
GCA_009819605.1	bSteHir1.pri	Sterna hirundo	common tern	108405	birds
GCA_009819645.1	bSteHir1.alt	Sterna hirundo	common tern	108405	birds
GCA_009819655.1	bSylAtr1.pri	Sylvia atricapilla	blackcap	48155	birds
GCA_009819705.1	fHipHip1.pri	Hippoglossus hippoglossus	Atlantic halibut (2019 genbank VGP)	8267	fish(L)
GCA_009819715.1	bSylAtr1.alt	Sylvia atricapilla	blackcap	48155	birds
GCA_009819745.1	fHipHip1.alt	Hippoglossus hippoglossus	Atlantic halibut (alt pseudohaplotype 2019 VGP)	8267	fish
GCA_009819775.1	bPhoRub2.pri	Phoenicopterus ruber ruber	American flamingo	9218	birds
GCA_009819805.1	bPhoRub2.alt	Phoenicopterus ruber ruber	American flamingo	9218	birds
GCA_009819825.1	bCarCri1.pri	Cariama cristata	red-legged seriema	54380	birds
GCA_009819845.1	bAytFul2.alt	Aythya fuligula	tufted duck	219594	birds
GCA_009829125.1	fPerMag1.pri	Periophthalmus magnuspinnatus	mudskipper P.magnuspinnatus (2020 VGP)	409849	fish
GCA_009829135.1	fPerMag1.alt	Periophthalmus magnuspinnatus	mudskipper P.magnuspinnatus (alt pseudohaplotype 2020 VGP)	409849	fish
GCA_009829165.1	mMusErm1.alt	Mustela erminea	ermine (alt pseudohaplotype 2020 VGP)	36723	mammals
GCA_009829205.1	bChiLan1.alt	Chiroxiphia lanceolata	lance-tailed manakin	296741	birds
GCA_009859025.1	bTaeGut2.p.v1.alt	Taeniopygia guttata	zebra finch	59729	birds
GCA_009859065.2	bTaeGut2.pri.v2	Taeniopygia guttata	zebra finch (genbank 2020 Blue55 female)	59729	birds
GCA_009873245.2	mBalMus1.v2	Balaenoptera musculus	blue whale (JJ_BM4_2016_0621 v2 2020 VGP)	9771	mammals(L)
GCA_009914755.4	T2T-CHM13v2.0	Homo sapiens	T2T-CHM13 v2.0	9606	primates
GCA_010909745.1	sAmbRad1.alt	Amblyraja radiata	thorny skate	386614	vertebrate
GCA_010909765.1	sAmbRad1.pri	Amblyraja radiata	thorny skate (CabotCenter1 v1 2020 genbank VGP)	386614	vertebrate(L)
GCA_010993595.1	kPetMar1.alt	Petromyzon marinus	sea lamprey	7757	vertebrate
GCA_011004835.1	fEsoLuc1.alt	Esox lucius	northern pike (alt pseudohaplotype 2020 VGP)	8010	fish
GCA_011004845.1	fEsoLuc1.pri	Esox lucius	northern pike (2020 genbank VGP)	8010	fish(L)
GCA_011004865.1	bBalReg1.alt	Balearica regulorum gibbericeps	East African grey crowned-crane	100784	birds
GCA_011004875.1	bBalReg1.pri	Balearica regulorum gibbericeps	East African grey crowned-crane	100784	birds
GCA_011064685.1	ZJU_Sfru_1.0	Spodoptera frugiperda	fall armyworm (Faw-zju 2020 genbank)	7108	invertebrates(L)
GCA_011078405.1	mCalJac1.mat	Callithrix jacchus	white-tufted-ear marmoset (maternal 2020 VGP)	9483	primates
GCA_011100535.1	mCalJac1.pat	Callithrix jacchus	white-tufted-ear marmoset (paternal 2020 VGP)	9483	primates
GCA_011100555.1	mCalJac1.pat.X	Callithrix jacchus	white-tufted-ear marmoset (paternal X 2020 VGP)	9483	primates
GCA_011100615.1	Macaca_fascicularis_6.0	Macaca fascicularis	crab-eating macaque (2020 cy0333)	9541	primates
GCA_011100635.1	mTriVul1.pri	Trichosurus vulpecula	common brushtail (genbank 2020 VGP)	9337	mammals(L)
GCA_011100645.1	mTriVul1.alt	Trichosurus vulpecula	common brushtail (alt pseudohaplotype 2020 VGP)	9337	mammals
GCA_011316535.1	NJAU_Sexi_v1	Spodoptera exigua	beet armyworm	7107	invertebrate
GCA_011750645.1	mArvNil1.mat	Arvicanthis niloticus	African grass rat (maternal 2020 VGP)	61156	mammals
GCA_011762505.1	mArvNil1.pat.X	Arvicanthis niloticus	African grass rat (paternal X 2020 VGP)	61156	mammals(L)
GCA_011762515.1	mTurTru1.pat	Tursiops truncatus	common bottlenose dolphin (paternal 2020 VGP)	9739	mammals
GCA_011762535.1	mTurTru1.mat	Tursiops truncatus	common bottlenose dolphin (maternal 2020 VGP)	9739	mammals
GCA_011762545.1	mArvNil1.pat	Arvicanthis niloticus	African grass rat (paternal 2020 VGP)	61156	mammals
GCA_011762595.1	mTurTru1.mat.Y	Tursiops truncatus	common bottlenose dolphin (maternal Y genbank 2020 VGP)	9739	mammals(L)
GCA_012273795.1	ASM1227379v1	Dendrolimus punctatus	masson pine moth	238572	invertebrate
GCA_012275265.1	bMelUnd1.mat	Melopsittacus undulatus	budgerigar (maternal 2020 VGP)	13146	birds
GCA_012275275.1	bMelUnd1.pat	Melopsittacus undulatus	budgerigar (paternal 2020 VGP)	13146	birds
GCA_012275295.1	bMelUnd1.mat.Z	Melopsittacus undulatus	budgerigar (maternal Z 2020 genbank VGP)	13146	birds(L)
GCA_013030995.1	ASM1303099v1	Anser cygnoides	swan goose (Tianfu 2020)	8845	birds
GCA_013368605.1	bNycGra1.pri	Nyctibius grandis	great potoo	48427	birds
GCA_013407035.1	ASM1340703v1	Coloeus monedula	jackdaw	30423	birds
GCA_014337955.1	AspMar1.0	Aspidoscelis marmoratus	marbled whiptail (SIMRID8450 2020)	403789	vertebrate
GCA_014607495.2	ASM1460749v2	Carposina sasakii	moth C.sasakii	252295	invertebrate
GCA_014839755.1	bSylBor1.pri	Sylvia borin	garden warbler	73324	birds
GCA_014839835.1	bDryPub1.pri	Dryobates pubescens	downy woodpecker (VGP 2020)	118200	birds
GCA_014905235.2	Bmori_2016v1.0	Bombyx mori	domestic silkworm (genbank 2020)	7091	invertebrates(L)
GCA_015220805.1	bPogPus1.pri	Pogoniulus pusillus	red-fronted tinkerbird	488313	birds
GCA_015227675.2	mRatBN7.2	Rattus norvegicus	Norway rat BN7 genbank	10116	mammals(L)
GCA_015227805.2	bHirRus1.pri.v2	Hirundo rustica	barn swallow (genbank 2021)	43150	birds
GCA_015244455.1	mRatBN7.1_alternate_haplotype	Rattus norvegicus	Norway rat BN7 haplotype	10116	mammals
GCA_015443085.1	Saanen_v1	Capra hircus	Saanen dairy goat	9925	mammals
GCA_016128335.1	ZJU1.0	Dromaius novaehollandiae	emu (2020)	8790	birds
GCA_016432865.1	AdamAnt	Antechinus flavipes	yellow-footed antechinus	38775	mammals
GCA_016647715.1	ASM1664771v1	Pavo muticus	green peafowl	9050	birds
GCA_016904835.1	bAcaChl1.pri	Acanthisitta chloris	rifleman (VGP 2021)	57068	birds
GCA_017311355.1	CVASU_Gayal_001	Bos frontalis	gayal (CVASU_BF_001 2021)	30520	mammals
GCA_017562165.1	ASM1756216v1	Ectropis grisescens	moth E.grisescens	1530245	invertebrate
GCA_017639245.1	MMon_1.0	Myiopsitta monachus	monk parakeet	176066	birds
GCA_017639485.1	bPluApr1.pri	Pluvialis apricaria	European golden plover	670352	birds
GCA_017639555.1	bCicMag1.pri	Ciconia maguari	maguari stork (2021 VGP)	52777	birds
GCA_017976375.1	bCucCan1.pri	Cuculus canorus	common cuckoo (VGP 2021)	55661	birds
GCA_018139145.1	ASM1813914v1	Gymnogyps californianus	California condor	33616	birds
GCA_018400075.1	ASM1840007v1	Danio rerio	zebrafish T5D	7955	fish
GCA_019022885.1	Schi1.0	Schlechtendalia chinensis	horned gall aphid (SC2021 2021)	38111	invertebrate
GCA_019023105.1	LSU_DiBr_2.0	Diglossa brunneiventris	black-throated flowerpiercer	547948	birds
GCA_019049465.1	Diul.assembly.v1.1	Dryas iulia moderata	julia butterfly	2752932	invertebrate
GCA_019049475.1	ASM1904947v1	Eueides isabella	butterfly E.isabella	33448	invertebrate
GCA_019059595.1	ASM1905959v1	Marasmia exigua	moth C.exigua	1555629	invertebrate
GCA_019096205.1	PxLV.1	Plutella xylostella	diamondback moth (LV U. Adelaide 2021)	51655	invertebrate
GCA_019345075.1	ASM1934507v1	Alectoris rufa	red-legged partridge	9079	birds
GCA_019593555.1	cma1	Crossoptilon mantchuricum	brown eared-pheasant	9097	birds
GCA_019721115.1	AMEX_1.1	Astyanax mexicanus	Mexican tetra (Pach_M1 Pachon cave 2021)	7994	fish
GCA_020740725.1	bCorHaw1.pri.cur	Corvus hawaiiensis	Hawaiian crow (VGP 2021 genbank)	134902	birds(L)
GCA_020740795.1	bApuApu2.pri.cur	Apus apus	common swift (2021 VGP)	8895	birds
GCA_020745705.1	bHemCom1.pri.cur	Hemiprocne comata	whiskered treeswift (2021 VGP)	243314	birds
GCA_020745775.1	bTheCae1.pri.cur	Theristicus caerulescens	plumbeous ibis (2021 VGP)	1118847	birds
GCA_020746105.1	bTroSur1.pri.cur	Trogon surrucura	Suruca trogon (2021 VGP)	297711	birds
GCA_020800305.1	bPorHoc1.mat.Z.cur	Porphyrio hochstetteri	South Island takahe (VGP primary 2021)	439704	birds
GCA_020801775.1	bPorHoc1.pat.decon	Porphyrio hochstetteri	South Island takahe (VGP alternate 2021)	439704	birds
GCA_020854095.1	UniMelb_DasViv_v1.0	Dasyurus viverrinus	eastern quoll	9279	mammals
GCA_021018645.1	ASM2101864v1	Antilocapra americana	pronghorn (PH2016 2021)	9891	mammals
GCA_021556685.1	UTH_Rnor_SHRSP_BbbUtx_1.0	Rattus norvegicus	Norway rat SHRSP/BppUtx 2022	10116	mammals
GCA_021950905.1	HG002.pat.cur.20211005	Homo sapiens	human HG002 paternal	9606	primates
GCA_021951015.1	HG002.mat.cur.20211005	Homo sapiens	human HG002 maternal	9606	primates
GCA_023515785.1	UTH_Rnor_SHR_Utx	Rattus norvegicus	Norway rat SHR/Utx RGD_8142385 2022	10116	mammals
GCA_023515805.1	UTH_Rnor_WKY_Bbb_1.0	Rattus norvegicus	Norway rat WKY/Bbb 2022	10116	mammals
GCA_900006655.3	Susie3	Gorilla gorilla gorilla	western lowland gorilla (Susie 2016)	9595	primates(L)
GCA_900094665.2	CAROLI_EIJ_v1.1	Mus caroli	Ryukyu mouse (2017 EBI genbank)	10089	mammals(L)
GCA_900108605.1	NNQGG.v01	Neogale vison	American mink (2018)	452646	mammals
GCA_900186095.1	CHOK1S_HZDv1	Cricetulus griseus	Chinese hamster (CHO v2 2017 Eagle Genomics Ltd)	10029	mammals
GCA_900324465.2	fAnaTes1.2	Anabas testudineus	climbing perch (v1.2 2018 genbank VGP)	64144	fish(L)
GCA_900634415.1	fCotGob3.1	Cottoperca gobio	channel bull blenny (2019 genbank VGP)	56716	fish(L)
GCA_900634435.1	fCotGob3.1_alternate_haplotype	Cottoperca gobio	channel bull blenny (alt pseudohaplotype 2019 VGP)	56716	fish
GCA_900634775.1	fGouWil2.1	Gouania willdenowi	blunt-snouted clingfish (2019 genbank VGP)	441366	fish(L)
GCA_900650485.1	fAnaTes1.2_alternate_haplotype	Anabas testudineus	climbing perch (alt pseudohaplotype 2019 VGP)	64144	fish
GCA_900650505.1	fGouWil2.1_alternate_haplotype	Gouania willdenowi	blunt-snouted clingfish (alt pseudohaplotype VGP)	441366	fish
GCA_900651595.1	fParRan2.1_alternate_haplotype	Parambassis ranga	Indian glassy fish (alt pseudohaplotype 2019 VGP)	210632	fish
GCA_900651605.1	fBetSpl5.1_alternate_haplotype	Betta splendens	Siamese fighting fish (alt pseudohaplotype 2019 VGP)	158456	fish
GCA_900700345.2	fDenClu1.1_alternate_haplotype	Denticeps clupeoides	denticle herring (alt pseudohaplotype 2019 VGP)	299321	fish
GCA_900700395.1	fMasArm1.2_alternate_haplotype	Mastacembelus armatus	zig-zag eel (alt pseudohaplotype VGP)	205130	fish
GCA_900700845.2	fErpCal1.1_alternate_haplotype	Erpetoichthys calabaricus	reedfish (alt pseudohaplotype VGP)	27687	fish
GCA_900880695.1	fSpaAur1.1_alternate_haplotype	Sparus aurata	gilthead seabream (alt pseudohaplotype 2019 VGP)	8175	fish
GCA_900963505.1	fEcheNa1.1_alternate_haplotype	Echeneis naucrates	live sharksucker (alt pseudohaplotype 2019 VGP)	173247	fish
GCA_900964985.2	fSclFor1.1_alternate_haplotype	Scleropages formosus	Asian bonytongue (alt pseudohaplotype VGP)	113540	fish
GCA_901000745.3	fTakRub1.2_alternate_haplotype	Takifugu rubripes	torafugu (alt pseudohaplotype 2019 VGP)	31033	fish
GCA_901001175.1	aRhiBiv1.1_alternate_haplotype	Rhinatrema bivittatum	two-lined caecilian	194408	vertebrate
GCA_901343595.1	MONAX5	Marmota monax	woodchuck	9995	mammals(L)
GCA_901699155.1	bStrTur1.1	Streptopelia turtur	European turtle dove (v1.1 2019 VGP)	177155	birds(L)
GCA_901699155.2	bStrTur1.2	Streptopelia turtur	European turtle dove (v1.2 2021 VGP)	177155	birds
GCA_901699165.1	bStrTur1.1_alternate_haplotype	Streptopelia turtur	European turtle dove	177155	birds
GCA_901709675.1	fSynAcu1.1	Syngnathus acus	greater pipefish (v1.1 2019 VGP)	161584	fish(L)
GCA_901709685.1	fSynAcu1.1_alternate_haplotype	Syngnathus acus	greater pipefish (alt pseudohaplotype 2019 VGP)	161584	fish
GCA_901765105.1	aMicUni1.1_alternate_haplotype	Microcaecilia unicolor	tiny Cayenne caecilian	1415580	vertebrate
GCA_902148815.1	fMyrMur1.1_alternate_haplotype	Myripristis murdjan	pinecone soldierfish (alt pseudohaplotype 2019 VGP)	586833	fish
GCA_902148825.1	fSphaOr1.1_alternate_haplotype	Sphaeramia orbicularis	orbiculate cardinalfish (alt pseudohaplotype 2019 VGP)	375764	fish
GCA_902148835.1	fSalaFa1.1_alternate_haplotype	Salarias fasciatus	jewelled blenny (alt pseudohaplotype 2019 VGP)	181472	fish
GCA_902153765.1	bAquChr1.2_alternate_haplotype	Aquila chrysaetos chrysaetos	golden eagle	223781	birds
GCA_902167395.1	gadMor3.0_alternate_haplotype	Gadus morhua	Atlantic cod (alt pseudohaplotype VGP)	8049	fish
GCA_902362175.1	fChaCha1.1_alternate_haplotype	Chanos chanos	milkfish (alt pseudohaplotype 2019 VGP)	29144	fish
GCA_902459445.1	eAstRub1.2_alternate_haplotype	Asterias rubens	European starfish (alt pseudohaplotype 2019 VGP)	7604	invertebrate
GCA_902459495.1	aGeoSer1.1_alternate_haplotype	Geotrypetes seraphini	Gaboon caecilian	260995	vertebrate
GCA_902459505.1	aGeoSer1.1	Geotrypetes seraphini	Gaboon caecilian (2019 genbank VGP)	260995	vertebrate(L)
GCA_902500245.1	fThaAma1.1_alternate_haplotype	Thalassophryne amazonica	prehistoric monster fish (alt pseudohaplotype 2019 VGP)	390379	fish
GCA_902500255.1	fThaAma1.1	Thalassophryne amazonica	prehistoric monster fish (2019 genbank VGP)	390379	fish(L)
GCA_902685485.1	mSciVul1.1_alternate_haplotype	Sciurus vulgaris	Eurasian red squirrel (alt pseudohaplotype 2019 VGP)	55149	mammals
GCA_902686455.1	mSciVul1.1	Sciurus vulgaris	Eurasian red squirrel	55149	mammals
GCA_902713425.1	fAciRut3.1_maternal_haplotype	Acipenser ruthenus	sterlet (maternal 2020 VGP)	7906	fish
GCA_902713435.1	fAciRut3.1_paternal_haplotype	Acipenser ruthenus	sterlet (paternal 2020 VGP)	7906	fish
GCA_902806625.1	Camarhynchus_parvulus_V1.1	Camarhynchus parvulus	small tree finch (2020)	87175	birds
GCA_903797595.2	bEriRub2.2	Erithacus rubecula	European robin	37610	birds
GCA_905146925.1	ilAutGamm1.1	Autographa gamma	silver Y moth	254363	invertebrate
GCA_905147015.1	ilLasFlex1.1	Laspeyria flexula	moth L.flexula	938238	invertebrate
GCA_905147045.1	ilAglIoxx1.1	Nymphalis io	European peacock	171585	invertebrate
GCA_905147105.1	ilPieBrab1.1	Pieris brassicae	large cabbage white (genbank 2021)	7116	invertebrates(L)
GCA_905147135.1	ilBlaLact1.1	Blastobasis lacticolella	moth B.lacticolella	2561016	invertebrate
GCA_905147175.1	ilAglUrti1.1	Nymphalis urticae	small tortoiseshell	111881	invertebrate
GCA_905147225.1	ilEupSimi1.1	Euproctis similis	moth E.similis	987935	invertebrate
GCA_905147235.1	ilEryTage1.1	Erynnis tages	moth E.tages	520884	invertebrate
GCA_905147285.1	ilHypProb1.1	Hypena proboscidalis	moth H.proboscidalis	753189	invertebrate
GCA_905147325.1	ilNotDrom1.1	Notodonta dromedarius	moth N.dromedarius	753204	invertebrate
GCA_905147345.1	ilMytImpu1.1	Mythimna impura	moth M.impura	987985	invertebrate
GCA_905147355.1	ilApoTurb1.1	Apotomis turbidana	moth A.turbidana	1100916	invertebrate
GCA_905147365.1	ilAriAges1.1	Aricia agestis	brown argus (genbank 2021)	91739	invertebrates(L)
GCA_905147375.1	ilHylFasc1.1	Hylaea fasciaria	moth H.fasciaria	722673	invertebrate
GCA_905147385.1	ilLimCami1.1	Limenitis camilla	butterfly L.camilla	270466	invertebrate
GCA_905147715.2	ilXesXant1.2	Xestia xanthographa	moth X.xanthographa	988049	invertebrate
GCA_905147745.1	ilPhlMeti2.1	Phlogophora meticulosa	moth P.meticulosa	875884	invertebrate
GCA_905147765.2	ilVanAtal1.2	Vanessa atalanta	red admiral (genbank 2021)	42275	invertebrates(L)
GCA_905147785.1	ilThyBati1.1	Thyatira batis	moth T.batis	721163	invertebrate
GCA_905147795.1	ilPieRapa1.1	Pieris rapae	cabbage white (genbank 2021)	64459	invertebrates(L)
GCA_905147815.2	ilPhaBuce1.2	Phalera bucephala	moth P.bucephala	753216	invertebrate
GCA_905163395.1	ilEndFlam1.1	Endotricha flammealis	moth E.flammealis	1101095	invertebrate
GCA_905163415.1	ilNocFimb1.1	Noctua fimbriata	moth N.fimbriata	753202	invertebrate
GCA_905163435.1	ilMamBras1.1	Mamestra brassicae	cabbage moth	55057	invertebrate
GCA_905163445.1	ilParAegt1.1	Pararge aegeria	speckled wood butterfly (genbank 2021)	116150	invertebrates(L)
GCA_905163465.1	ilCraLigu1.1	Craniophora ligustri	moth C.ligustri	938226	invertebrate
GCA_905163495.1	ilCosTrap1.1	Cosmia trapezina	dun-bar pinion	116126	invertebrate
GCA_905163515.1	ilLymMona1.1	Lymantria monacha	black-arched tussock moth	78897	invertebrate
GCA_905163555.1	ilNotUddm1.1	Notocelia uddmanniana	moth N.uddmanniana	1594315	invertebrate
GCA_905187575.1	ilCelArgi3.1	Celastrina argiolus	holly blue	203782	invertebrate
GCA_905187585.1	ilCyaSemi1.1	Cyaniris semiargus	butterfly C.semiargus	988025	invertebrate
GCA_905220335.1	ilNocPron1.1	Noctua pronuba	large yellow underwing	214277	invertebrate
GCA_905220365.1	ilVanCard2.1	Vanessa cardui	painted lady (genbank 2021)	171605	invertebrates(L)
GCA_905220415.1	ilColCroc2.1	Colias croceus	clouded yellow (genbank 2021)	72248	invertebrates(L)
GCA_905220435.1	ilAmpTrag2.1	Amphipyra tragopoginis	moth A.tragopoginis	689058	invertebrate
GCA_905220455.1	ilDeiPorc1.1	Deilephila porcellus	moth D.porcellus	644661	invertebrate
GCA_905220475.1	ilEnnFusc2.1	Ennomos fuscantarius	dusky thorn	722662	invertebrate
GCA_905220505.1	ilLaoPopu1.1	Laothoe populi	moth L.populi	522836	invertebrate
GCA_905220545.1	ilMelAtha1.1	Mellicta athalia	butterfly M.athalia	113330	invertebrate
GCA_905220565.1	ilMelCinx1.1	Melitaea cinxia	Glanville fritillary (genbank 2021)	113334	invertebrates(L)
GCA_905220585.1	ilNymPoly1.1	Nymphalis polychloros	blackleg tortoiseshell	171594	invertebrate
GCA_905220595.1	ilSpiLubr1.1	Spilosoma lubricipeda	moth S.lubricipeda	875880	invertebrate
GCA_905220615.1	ilTinTrin1.1	Tinea trinotella	moth T.trinotella	1594354	invertebrate
GCA_905231865.2	ilBolSele5.2	Boloria selene	silver meadow fritillary	191398	invertebrate
GCA_905237065.2	Ssal_v3.1	Salmo salar	Atlantic salmon (genbank 2021)	8030	fish(L)
GCA_905332915.1	ilHecDyso1.1	Hecatera dysodea	moth H.dysodea	988125	invertebrate
GCA_905332985.1	ilMimTili1.1	Mimas tiliae	moth M.tiliae	522848	invertebrate
GCA_905333005.1	ilLycPhla1.1	Lycaena phlaeas	common copper	282391	invertebrate
GCA_905333045.1	ilLysBell1.1	Lysandra bellargus	Adonis blue	138070	invertebrate
GCA_905333055.1	ilManJurt1.1	Maniola jurtina	meadow brown (genbank 2021)	191418	invertebrates(L)
GCA_905333075.2	ilAteCent1.2	Atethmia centrago	moth A.centrago	988071	invertebrate
GCA_905333125.1	ilPheTrem1.1	Pheosia tremula	moth P.tremula	988019	invertebrate
GCA_905340225.1	ilAbrTrip1.1	Abrostola tripartita	moth A.tripartita	938171	invertebrate
GCA_905368555.1	MGAL_WU_HG_1.0	Meleagris gallopavo	turkey (WU_HG_1 2021)	9103	birds
GCA_905404095.1	ilGlaAlex1.1	Glaucopsyche alexis	green-underside blue	203781	invertebrate
GCA_905404135.1	ilHesComm1.1	Hesperia comma	common branded skipper	291688	invertebrate
GCA_905404145.1	ilBisBetu1.1	Biston betularia	pepper-and-salt moth	82595	invertebrate
GCA_905404155.1	ilPleArgu1.1	Plebejus argus	butterfly P.argus	242267	invertebrate
GCA_905404175.1	ilAntCard3.1	Anthocharis cardamines	orange tip	227532	invertebrate
GCA_905404265.1	ilFabAdip1.1	Fabriciana adippe	high brown fritillary	405009	invertebrate
